user_id,product_id,rating,timestamp
965,362,3,2023-01-01 01:01:00
502,299,5,2023-01-01 01:02:00
939,45,2,2023-01-01 01:03:00
84,279,1,2023-01-01 01:04:00
725,163,3,2023-01-01 01:05:00
862,308,2,2023-01-01 01:06:00
352,229,5,2023-01-01 01:07:00
369,481,1,2023-01-01 01:08:00
7,364,3,2023-01-01 01:09:00
630,262,4,2023-01-01 01:10:00
301,119,1,2023-01-01 01:11:00
207,64,2,2023-01-01 01:12:00
237,54,1,2023-01-01 01:13:00
740,453,5,2023-01-01 01:14:00
603,379,5,2023-01-01 01:15:00
536,463,2,2023-01-01 01:16:00
781,344,5,2023-01-01 01:17:00
869,478,5,2023-01-01 01:18:00
468,172,3,2023-01-01 01:19:00
404,493,3,2023-01-01 01:20:00
11,179,2,2023-01-01 01:21:00
764,416,2,2023-01-01 01:22:00
329,227,4,2023-01-01 01:23:00
24,80,5,2023-01-01 01:24:00
729,19,3,2023-01-01 01:25:00
248,365,5,2023-01-01 01:26:00
282,19,5,2023-01-01 01:27:00
421,251,1,2023-01-01 01:28:00
760,365,5,2023-01-01 01:29:00
382,134,5,2023-01-01 01:30:00
673,395,2,2023-01-01 01:31:00
977,115,2,2023-01-01 01:32:00
380,423,1,2023-01-01 01:33:00
890,115,5,2023-01-01 01:34:00
976,17,5,2023-01-01 01:35:00
701,133,3,2023-01-01 01:36:00
699,3,2,2023-01-01 01:37:00
591,155,3,2023-01-01 01:38:00
893,180,2,2023-01-01 01:39:00
950,137,5,2023-01-01 01:40:00
966,200,1,2023-01-01 01:41:00
625,180,3,2023-01-01 01:42:00
903,390,3,2023-01-01 01:43:00
91,423,5,2023-01-01 01:44:00
126,394,5,2023-01-01 01:45:00
354,72,1,2023-01-01 01:46:00
914,30,3,2023-01-01 01:47:00
819,38,1,2023-01-01 01:48:00
628,287,3,2023-01-01 01:49:00
930,261,4,2023-01-01 01:50:00
181,317,2,2023-01-01 01:51:00
336,185,2,2023-01-01 01:52:00
403,49,5,2023-01-01 01:53:00
114,311,3,2023-01-01 01:54:00
883,249,2,2023-01-01 01:55:00
798,245,2,2023-01-01 01:56:00
262,485,5,2023-01-01 01:57:00
938,234,2,2023-01-01 01:58:00
565,276,3,2023-01-01 01:59:00
917,389,5,2023-01-01 02:00:00
659,60,4,2023-01-01 02:01:00
643,467,4,2023-01-01 02:02:00
542,190,1,2023-01-01 02:03:00
801,463,3,2023-01-01 02:04:00
458,256,1,2023-01-01 02:05:00
126,455,1,2023-01-01 02:06:00
742,279,1,2023-01-01 02:07:00
675,109,2,2023-01-01 02:08:00
296,285,2,2023-01-01 02:09:00
846,367,4,2023-01-01 02:10:00
971,189,2,2023-01-01 02:11:00
690,128,1,2023-01-01 02:12:00
110,98,4,2023-01-01 02:13:00
77,275,3,2023-01-01 02:14:00
736,207,4,2023-01-01 02:15:00
917,253,2,2023-01-01 02:16:00
755,171,3,2023-01-01 02:17:00
675,451,5,2023-01-01 02:18:00
972,171,5,2023-01-01 02:19:00
849,93,4,2023-01-01 02:20:00
452,497,2,2023-01-01 02:21:00
503,428,5,2023-01-01 02:22:00
21,41,5,2023-01-01 02:23:00
947,168,4,2023-01-01 02:24:00
468,27,4,2023-01-01 02:25:00
438,194,3,2023-01-01 02:26:00
906,402,4,2023-01-01 02:27:00
272,418,4,2023-01-01 02:28:00
546,417,5,2023-01-01 02:29:00
614,400,3,2023-01-01 02:30:00
480,95,4,2023-01-01 02:31:00
763,37,5,2023-01-01 02:32:00
671,391,5,2023-01-01 02:33:00
715,8,3,2023-01-01 02:34:00
43,439,5,2023-01-01 02:35:00
432,4,5,2023-01-01 02:36:00
409,82,2,2023-01-01 02:37:00
166,341,5,2023-01-01 02:38:00
125,315,3,2023-01-01 02:39:00
117,5,5,2023-01-01 02:40:00
869,105,5,2023-01-01 02:41:00
960,18,1,2023-01-01 02:42:00
83,320,1,2023-01-01 02:43:00
931,335,1,2023-01-01 02:44:00
800,218,1,2023-01-01 02:45:00
286,322,5,2023-01-01 02:46:00
673,357,3,2023-01-01 02:47:00
687,117,4,2023-01-01 02:48:00
415,22,2,2023-01-01 02:49:00
580,417,2,2023-01-01 02:50:00
276,184,2,2023-01-01 02:51:00
496,46,1,2023-01-01 02:52:00
217,368,2,2023-01-01 02:53:00
155,403,5,2023-01-01 02:54:00
446,67,2,2023-01-01 02:55:00
239,147,5,2023-01-01 02:56:00
779,11,3,2023-01-01 02:57:00
206,148,2,2023-01-01 02:58:00
130,190,3,2023-01-01 02:59:00
812,161,4,2023-01-01 03:00:00
18,488,1,2023-01-01 03:01:00
649,375,3,2023-01-01 03:02:00
651,301,3,2023-01-01 03:03:00
844,169,5,2023-01-01 03:04:00
459,3,2,2023-01-01 03:05:00
53,404,1,2023-01-01 03:06:00
513,81,5,2023-01-01 03:07:00
660,214,5,2023-01-01 03:08:00
622,253,4,2023-01-01 03:09:00
476,242,5,2023-01-01 03:10:00
4,363,2,2023-01-01 03:11:00
837,393,5,2023-01-01 03:12:00
411,432,2,2023-01-01 03:13:00
789,443,5,2023-01-01 03:14:00
416,458,3,2023-01-01 03:15:00
53,65,4,2023-01-01 03:16:00
804,443,3,2023-01-01 03:17:00
780,161,4,2023-01-01 03:18:00
624,268,2,2023-01-01 03:19:00
804,474,4,2023-01-01 03:20:00
365,358,3,2023-01-01 03:21:00
231,216,5,2023-01-01 03:22:00
903,119,5,2023-01-01 03:23:00
935,167,3,2023-01-01 03:24:00
947,269,1,2023-01-01 03:25:00
669,36,1,2023-01-01 03:26:00
516,1,3,2023-01-01 03:27:00
731,350,1,2023-01-01 03:28:00
708,484,1,2023-01-01 03:29:00
662,378,2,2023-01-01 03:30:00
417,312,2,2023-01-01 03:31:00
739,486,5,2023-01-01 03:32:00
876,330,5,2023-01-01 03:33:00
257,227,1,2023-01-01 03:34:00
627,371,3,2023-01-01 03:35:00
261,210,1,2023-01-01 03:36:00
946,440,1,2023-01-01 03:37:00
480,419,1,2023-01-01 03:38:00
21,158,1,2023-01-01 03:39:00
311,158,4,2023-01-01 03:40:00
511,359,1,2023-01-01 03:41:00
322,349,5,2023-01-01 03:42:00
731,222,5,2023-01-01 03:43:00
474,228,1,2023-01-01 03:44:00
506,300,4,2023-01-01 03:45:00
973,397,4,2023-01-01 03:46:00
563,278,1,2023-01-01 03:47:00
404,51,2,2023-01-01 03:48:00
328,220,3,2023-01-01 03:49:00
608,274,5,2023-01-01 03:50:00
774,384,4,2023-01-01 03:51:00
966,488,1,2023-01-01 03:52:00
412,235,2,2023-01-01 03:53:00
750,152,2,2023-01-01 03:54:00
479,447,5,2023-01-01 03:55:00
76,427,4,2023-01-01 03:56:00
260,88,3,2023-01-01 03:57:00
76,378,4,2023-01-01 03:58:00
66,81,5,2023-01-01 03:59:00
609,22,4,2023-01-01 04:00:00
178,52,5,2023-01-01 04:01:00
456,202,4,2023-01-01 04:02:00
894,165,2,2023-01-01 04:03:00
444,26,4,2023-01-01 04:04:00
30,114,4,2023-01-01 04:05:00
558,475,3,2023-01-01 04:06:00
905,292,5,2023-01-01 04:07:00
563,423,3,2023-01-01 04:08:00
89,379,3,2023-01-01 04:09:00
206,323,3,2023-01-01 04:10:00
922,187,1,2023-01-01 04:11:00
967,120,3,2023-01-01 04:12:00
603,489,4,2023-01-01 04:13:00
458,153,1,2023-01-01 04:14:00
441,429,4,2023-01-01 04:15:00
424,83,3,2023-01-01 04:16:00
811,182,5,2023-01-01 04:17:00
99,358,5,2023-01-01 04:18:00
587,498,1,2023-01-01 04:19:00
950,332,2,2023-01-01 04:20:00
527,430,3,2023-01-01 04:21:00
387,287,5,2023-01-01 04:22:00
666,213,4,2023-01-01 04:23:00
32,455,1,2023-01-01 04:24:00
37,395,5,2023-01-01 04:25:00
555,213,3,2023-01-01 04:26:00
772,455,4,2023-01-01 04:27:00
937,106,4,2023-01-01 04:28:00
608,4,2,2023-01-01 04:29:00
652,140,3,2023-01-01 04:30:00
539,177,2,2023-01-01 04:31:00
469,296,4,2023-01-01 04:32:00
198,279,5,2023-01-01 04:33:00
348,9,3,2023-01-01 04:34:00
503,112,4,2023-01-01 04:35:00
511,500,4,2023-01-01 04:36:00
486,375,3,2023-01-01 04:37:00
205,13,3,2023-01-01 04:38:00
36,78,3,2023-01-01 04:39:00
48,277,2,2023-01-01 04:40:00
466,224,5,2023-01-01 04:41:00
602,99,1,2023-01-01 04:42:00
136,402,5,2023-01-01 04:43:00
761,469,5,2023-01-01 04:44:00
77,9,1,2023-01-01 04:45:00
947,125,2,2023-01-01 04:46:00
397,446,2,2023-01-01 04:47:00
70,94,2,2023-01-01 04:48:00
851,495,5,2023-01-01 04:49:00
996,460,1,2023-01-01 04:50:00
281,426,4,2023-01-01 04:51:00
651,347,1,2023-01-01 04:52:00
937,36,2,2023-01-01 04:53:00
482,155,1,2023-01-01 04:54:00
926,192,5,2023-01-01 04:55:00
442,412,1,2023-01-01 04:56:00
916,316,3,2023-01-01 04:57:00
496,281,4,2023-01-01 04:58:00
602,289,3,2023-01-01 04:59:00
953,223,1,2023-01-01 05:00:00
455,210,3,2023-01-01 05:01:00
22,29,1,2023-01-01 05:02:00
274,490,4,2023-01-01 05:03:00
103,124,2,2023-01-01 05:04:00
189,376,1,2023-01-01 05:05:00
646,453,4,2023-01-01 05:06:00
387,115,5,2023-01-01 05:07:00
267,369,2,2023-01-01 05:08:00
663,173,3,2023-01-01 05:09:00
375,363,4,2023-01-01 05:10:00
422,107,5,2023-01-01 05:11:00
276,355,5,2023-01-01 05:12:00
788,440,1,2023-01-01 05:13:00
471,112,1,2023-01-01 05:14:00
824,62,1,2023-01-01 05:15:00
286,325,4,2023-01-01 05:16:00
265,200,4,2023-01-01 05:17:00
933,163,1,2023-01-01 05:18:00
485,461,5,2023-01-01 05:19:00
269,165,5,2023-01-01 05:20:00
290,193,4,2023-01-01 05:21:00
344,458,2,2023-01-01 05:22:00
906,425,1,2023-01-01 05:23:00
555,478,5,2023-01-01 05:24:00
592,352,3,2023-01-01 05:25:00
832,12,5,2023-01-01 05:26:00
116,269,4,2023-01-01 05:27:00
231,372,5,2023-01-01 05:28:00
172,315,5,2023-01-01 05:29:00
234,211,4,2023-01-01 05:30:00
381,395,3,2023-01-01 05:31:00
250,354,1,2023-01-01 05:32:00
408,10,2,2023-01-01 05:33:00
447,157,5,2023-01-01 05:34:00
32,398,2,2023-01-01 05:35:00
129,311,5,2023-01-01 05:36:00
368,24,3,2023-01-01 05:37:00
120,56,5,2023-01-01 05:38:00
703,147,1,2023-01-01 05:39:00
286,135,4,2023-01-01 05:40:00
373,265,2,2023-01-01 05:41:00
975,161,5,2023-01-01 05:42:00
87,351,4,2023-01-01 05:43:00
634,464,2,2023-01-01 05:44:00
738,144,3,2023-01-01 05:45:00
453,287,1,2023-01-01 05:46:00
324,5,3,2023-01-01 05:47:00
374,464,2,2023-01-01 05:48:00
438,28,1,2023-01-01 05:49:00
840,63,2,2023-01-01 05:50:00
528,296,2,2023-01-01 05:51:00
552,5,2,2023-01-01 05:52:00
350,480,2,2023-01-01 05:53:00
367,79,5,2023-01-01 05:54:00
604,104,5,2023-01-01 05:55:00
828,58,5,2023-01-01 05:56:00
671,284,5,2023-01-01 05:57:00
967,222,2,2023-01-01 05:58:00
138,211,3,2023-01-01 05:59:00
539,377,2,2023-01-01 06:00:00
682,225,4,2023-01-01 06:01:00
556,133,5,2023-01-01 06:02:00
366,320,1,2023-01-01 06:03:00
908,24,5,2023-01-01 06:04:00
54,190,2,2023-01-01 06:05:00
532,396,2,2023-01-01 06:06:00
77,227,1,2023-01-01 06:07:00
32,227,2,2023-01-01 06:08:00
468,332,1,2023-01-01 06:09:00
84,467,5,2023-01-01 06:10:00
864,388,4,2023-01-01 06:11:00
70,338,2,2023-01-01 06:12:00
246,427,1,2023-01-01 06:13:00
399,156,3,2023-01-01 06:14:00
621,126,3,2023-01-01 06:15:00
451,223,3,2023-01-01 06:16:00
989,38,1,2023-01-01 06:17:00
190,197,5,2023-01-01 06:18:00
437,72,4,2023-01-01 06:19:00
972,361,5,2023-01-01 06:20:00
222,359,4,2023-01-01 06:21:00
880,494,4,2023-01-01 06:22:00
921,462,3,2023-01-01 06:23:00
997,154,3,2023-01-01 06:24:00
207,358,5,2023-01-01 06:25:00
905,165,5,2023-01-01 06:26:00
519,187,3,2023-01-01 06:27:00
442,213,1,2023-01-01 06:28:00
345,56,4,2023-01-01 06:29:00
651,382,2,2023-01-01 06:30:00
833,160,1,2023-01-01 06:31:00
730,394,4,2023-01-01 06:32:00
365,353,3,2023-01-01 06:33:00
771,88,5,2023-01-01 06:34:00
476,253,5,2023-01-01 06:35:00
29,249,2,2023-01-01 06:36:00
44,111,4,2023-01-01 06:37:00
922,268,3,2023-01-01 06:38:00
740,289,2,2023-01-01 06:39:00
982,492,5,2023-01-01 06:40:00
451,315,5,2023-01-01 06:41:00
642,47,5,2023-01-01 06:42:00
378,383,2,2023-01-01 06:43:00
291,9,1,2023-01-01 06:44:00
65,338,2,2023-01-01 06:45:00
710,186,4,2023-01-01 06:46:00
686,208,4,2023-01-01 06:47:00
105,12,5,2023-01-01 06:48:00
884,95,1,2023-01-01 06:49:00
597,347,2,2023-01-01 06:50:00
944,185,5,2023-01-01 06:51:00
741,287,1,2023-01-01 06:52:00
608,77,3,2023-01-01 06:53:00
713,65,1,2023-01-01 06:54:00
9,475,2,2023-01-01 06:55:00
892,13,2,2023-01-01 06:56:00
514,170,2,2023-01-01 06:57:00
930,209,3,2023-01-01 06:58:00
172,41,5,2023-01-01 06:59:00
160,307,2,2023-01-01 07:00:00
78,91,2,2023-01-01 07:01:00
298,238,5,2023-01-01 07:02:00
365,340,3,2023-01-01 07:03:00
292,294,2,2023-01-01 07:04:00
271,84,1,2023-01-01 07:05:00
667,461,3,2023-01-01 07:06:00
462,67,2,2023-01-01 07:07:00
947,242,3,2023-01-01 07:08:00
645,42,2,2023-01-01 07:09:00
937,404,5,2023-01-01 07:10:00
544,78,4,2023-01-01 07:11:00
546,432,5,2023-01-01 07:12:00
990,312,2,2023-01-01 07:13:00
227,146,2,2023-01-01 07:14:00
381,130,3,2023-01-01 07:15:00
372,439,2,2023-01-01 07:16:00
59,254,4,2023-01-01 07:17:00
653,476,5,2023-01-01 07:18:00
719,446,3,2023-01-01 07:19:00
920,341,1,2023-01-01 07:20:00
867,330,2,2023-01-01 07:21:00
578,45,2,2023-01-01 07:22:00
831,4,3,2023-01-01 07:23:00
159,400,1,2023-01-01 07:24:00
899,421,4,2023-01-01 07:25:00
543,496,4,2023-01-01 07:26:00
270,248,1,2023-01-01 07:27:00
891,303,1,2023-01-01 07:28:00
265,197,4,2023-01-01 07:29:00
322,310,4,2023-01-01 07:30:00
830,180,2,2023-01-01 07:31:00
96,437,4,2023-01-01 07:32:00
405,112,2,2023-01-01 07:33:00
733,64,1,2023-01-01 07:34:00
974,303,2,2023-01-01 07:35:00
6,6,3,2023-01-01 07:36:00
612,241,5,2023-01-01 07:37:00
512,116,1,2023-01-01 07:38:00
332,429,4,2023-01-01 07:39:00
199,5,5,2023-01-01 07:40:00
281,27,1,2023-01-01 07:41:00
37,98,2,2023-01-01 07:42:00
59,52,5,2023-01-01 07:43:00
553,373,5,2023-01-01 07:44:00
946,360,3,2023-01-01 07:45:00
183,316,4,2023-01-01 07:46:00
277,379,1,2023-01-01 07:47:00
153,106,2,2023-01-01 07:48:00
80,12,2,2023-01-01 07:49:00
77,173,4,2023-01-01 07:50:00
435,376,4,2023-01-01 07:51:00
664,267,4,2023-01-01 07:52:00
890,76,3,2023-01-01 07:53:00
531,325,3,2023-01-01 07:54:00
494,305,3,2023-01-01 07:55:00
104,114,4,2023-01-01 07:56:00
984,161,4,2023-01-01 07:57:00
488,209,5,2023-01-01 07:58:00
482,54,1,2023-01-01 07:59:00
580,471,1,2023-01-01 08:00:00
836,484,4,2023-01-01 08:01:00
103,180,3,2023-01-01 08:02:00
957,384,2,2023-01-01 08:03:00
975,52,4,2023-01-01 08:04:00
703,253,3,2023-01-01 08:05:00
412,245,2,2023-01-01 08:06:00
335,305,5,2023-01-01 08:07:00
909,45,2,2023-01-01 08:08:00
193,313,2,2023-01-01 08:09:00
611,444,5,2023-01-01 08:10:00
188,365,4,2023-01-01 08:11:00
541,361,2,2023-01-01 08:12:00
636,314,1,2023-01-01 08:13:00
530,390,1,2023-01-01 08:14:00
627,189,3,2023-01-01 08:15:00
328,391,1,2023-01-01 08:16:00
908,488,2,2023-01-01 08:17:00
888,111,5,2023-01-01 08:18:00
295,389,4,2023-01-01 08:19:00
936,491,2,2023-01-01 08:20:00
517,250,5,2023-01-01 08:21:00
357,450,4,2023-01-01 08:22:00
345,336,2,2023-01-01 08:23:00
917,288,2,2023-01-01 08:24:00
492,162,2,2023-01-01 08:25:00
224,329,1,2023-01-01 08:26:00
743,106,2,2023-01-01 08:27:00
45,441,3,2023-01-01 08:28:00
296,274,4,2023-01-01 08:29:00
764,38,5,2023-01-01 08:30:00
169,440,4,2023-01-01 08:31:00
747,405,4,2023-01-01 08:32:00
908,485,4,2023-01-01 08:33:00
975,466,5,2023-01-01 08:34:00
130,46,1,2023-01-01 08:35:00
847,481,3,2023-01-01 08:36:00
131,362,2,2023-01-01 08:37:00
903,391,2,2023-01-01 08:38:00
689,417,1,2023-01-01 08:39:00
967,19,4,2023-01-01 08:40:00
333,119,1,2023-01-01 08:41:00
189,268,1,2023-01-01 08:42:00
432,250,4,2023-01-01 08:43:00
495,401,2,2023-01-01 08:44:00
233,26,3,2023-01-01 08:45:00
638,159,5,2023-01-01 08:46:00
708,356,5,2023-01-01 08:47:00
917,120,1,2023-01-01 08:48:00
254,31,3,2023-01-01 08:49:00
985,353,5,2023-01-01 08:50:00
632,306,3,2023-01-01 08:51:00
754,326,3,2023-01-01 08:52:00
299,1,2,2023-01-01 08:53:00
93,410,2,2023-01-01 08:54:00
368,480,3,2023-01-01 08:55:00
44,91,4,2023-01-01 08:56:00
864,492,4,2023-01-01 08:57:00
681,358,3,2023-01-01 08:58:00
384,113,3,2023-01-01 08:59:00
220,107,5,2023-01-01 09:00:00
42,482,5,2023-01-01 09:01:00
141,194,5,2023-01-01 09:02:00
210,10,4,2023-01-01 09:03:00
770,409,5,2023-01-01 09:04:00
175,307,4,2023-01-01 09:05:00
687,202,5,2023-01-01 09:06:00
598,111,2,2023-01-01 09:07:00
155,170,4,2023-01-01 09:08:00
458,374,2,2023-01-01 09:09:00
591,170,4,2023-01-01 09:10:00
4,148,1,2023-01-01 09:11:00
221,276,3,2023-01-01 09:12:00
309,331,3,2023-01-01 09:13:00
190,116,2,2023-01-01 09:14:00
111,287,5,2023-01-01 09:15:00
551,227,1,2023-01-01 09:16:00
528,67,4,2023-01-01 09:17:00
26,283,3,2023-01-01 09:18:00
68,49,1,2023-01-01 09:19:00
245,444,5,2023-01-01 09:20:00
938,348,2,2023-01-01 09:21:00
234,444,1,2023-01-01 09:22:00
271,138,3,2023-01-01 09:23:00
449,309,2,2023-01-01 09:24:00
684,418,2,2023-01-01 09:25:00
184,311,5,2023-01-01 09:26:00
461,321,1,2023-01-01 09:27:00
968,113,1,2023-01-01 09:28:00
27,297,2,2023-01-01 09:29:00
89,114,5,2023-01-01 09:30:00
894,340,1,2023-01-01 09:31:00
521,476,1,2023-01-01 09:32:00
607,212,2,2023-01-01 09:33:00
275,162,2,2023-01-01 09:34:00
260,175,5,2023-01-01 09:35:00
632,477,4,2023-01-01 09:36:00
668,461,3,2023-01-01 09:37:00
387,322,2,2023-01-01 09:38:00
481,470,3,2023-01-01 09:39:00
265,36,1,2023-01-01 09:40:00
61,310,4,2023-01-01 09:41:00
574,216,3,2023-01-01 09:42:00
96,201,5,2023-01-01 09:43:00
695,66,2,2023-01-01 09:44:00
585,291,3,2023-01-01 09:45:00
492,352,1,2023-01-01 09:46:00
126,463,2,2023-01-01 09:47:00
621,122,3,2023-01-01 09:48:00
27,137,2,2023-01-01 09:49:00
113,38,5,2023-01-01 09:50:00
904,379,5,2023-01-01 09:51:00
381,291,2,2023-01-01 09:52:00
812,117,3,2023-01-01 09:53:00
468,400,3,2023-01-01 09:54:00
948,12,5,2023-01-01 09:55:00
636,52,1,2023-01-01 09:56:00
592,368,4,2023-01-01 09:57:00
750,327,1,2023-01-01 09:58:00
347,291,4,2023-01-01 09:59:00
469,241,2,2023-01-01 10:00:00
143,459,3,2023-01-01 10:01:00
464,342,2,2023-01-01 10:02:00
705,125,2,2023-01-01 10:03:00
37,472,2,2023-01-01 10:04:00
311,405,3,2023-01-01 10:05:00
4,162,3,2023-01-01 10:06:00
578,409,5,2023-01-01 10:07:00
37,413,4,2023-01-01 10:08:00
129,183,1,2023-01-01 10:09:00
983,148,3,2023-01-01 10:10:00
939,436,4,2023-01-01 10:11:00
488,204,1,2023-01-01 10:12:00
15,222,4,2023-01-01 10:13:00
668,419,4,2023-01-01 10:14:00
931,186,5,2023-01-01 10:15:00
199,176,2,2023-01-01 10:16:00
33,101,2,2023-01-01 10:17:00
144,207,3,2023-01-01 10:18:00
78,231,5,2023-01-01 10:19:00
843,195,4,2023-01-01 10:20:00
529,436,5,2023-01-01 10:21:00
589,66,5,2023-01-01 10:22:00
696,40,2,2023-01-01 10:23:00
132,58,2,2023-01-01 10:24:00
991,223,3,2023-01-01 10:25:00
905,51,1,2023-01-01 10:26:00
849,429,1,2023-01-01 10:27:00
121,64,5,2023-01-01 10:28:00
973,488,5,2023-01-01 10:29:00
812,133,4,2023-01-01 10:30:00
161,142,1,2023-01-01 10:31:00
2,73,5,2023-01-01 10:32:00
107,214,1,2023-01-01 10:33:00
876,482,4,2023-01-01 10:34:00
953,24,3,2023-01-01 10:35:00
491,239,4,2023-01-01 10:36:00
522,57,4,2023-01-01 10:37:00
623,390,5,2023-01-01 10:38:00
564,164,4,2023-01-01 10:39:00
967,474,3,2023-01-01 10:40:00
291,280,4,2023-01-01 10:41:00
509,438,4,2023-01-01 10:42:00
513,347,5,2023-01-01 10:43:00
259,13,2,2023-01-01 10:44:00
439,393,4,2023-01-01 10:45:00
639,468,5,2023-01-01 10:46:00
24,273,4,2023-01-01 10:47:00
637,274,5,2023-01-01 10:48:00
849,472,5,2023-01-01 10:49:00
334,176,3,2023-01-01 10:50:00
207,375,4,2023-01-01 10:51:00
655,81,1,2023-01-01 10:52:00
517,334,1,2023-01-01 10:53:00
72,269,5,2023-01-01 10:54:00
854,422,4,2023-01-01 10:55:00
890,414,2,2023-01-01 10:56:00
528,19,4,2023-01-01 10:57:00
667,383,3,2023-01-01 10:58:00
669,226,5,2023-01-01 10:59:00
348,362,5,2023-01-01 11:00:00
329,431,4,2023-01-01 11:01:00
260,442,5,2023-01-01 11:02:00
724,83,4,2023-01-01 11:03:00
80,33,1,2023-01-01 11:04:00
16,374,2,2023-01-01 11:05:00
189,174,3,2023-01-01 11:06:00
543,411,3,2023-01-01 11:07:00
585,27,4,2023-01-01 11:08:00
172,301,1,2023-01-01 11:09:00
362,106,1,2023-01-01 11:10:00
361,131,5,2023-01-01 11:11:00
169,424,3,2023-01-01 11:12:00
691,106,4,2023-01-01 11:13:00
204,295,4,2023-01-01 11:14:00
316,134,1,2023-01-01 11:15:00
872,161,5,2023-01-01 11:16:00
552,257,4,2023-01-01 11:17:00
395,237,4,2023-01-01 11:18:00
152,459,1,2023-01-01 11:19:00
19,364,1,2023-01-01 11:20:00
329,130,2,2023-01-01 11:21:00
361,232,3,2023-01-01 11:22:00
161,104,5,2023-01-01 11:23:00
651,257,3,2023-01-01 11:24:00
607,270,3,2023-01-01 11:25:00
124,243,1,2023-01-01 11:26:00
103,262,2,2023-01-01 11:27:00
394,459,1,2023-01-01 11:28:00
432,301,4,2023-01-01 11:29:00
32,429,5,2023-01-01 11:30:00
48,484,3,2023-01-01 11:31:00
750,291,1,2023-01-01 11:32:00
992,171,2,2023-01-01 11:33:00
30,458,5,2023-01-01 11:34:00
958,166,4,2023-01-01 11:35:00
886,434,5,2023-01-01 11:36:00
796,143,1,2023-01-01 11:37:00
849,390,5,2023-01-01 11:38:00
96,420,2,2023-01-01 11:39:00
470,204,2,2023-01-01 11:40:00
579,215,2,2023-01-01 11:41:00
354,207,3,2023-01-01 11:42:00
896,405,4,2023-01-01 11:43:00
467,236,1,2023-01-01 11:44:00
242,127,2,2023-01-01 11:45:00
124,101,3,2023-01-01 11:46:00
849,499,3,2023-01-01 11:47:00
17,307,3,2023-01-01 11:48:00
744,330,3,2023-01-01 11:49:00
220,235,2,2023-01-01 11:50:00
896,163,2,2023-01-01 11:51:00
53,325,4,2023-01-01 11:52:00
785,471,5,2023-01-01 11:53:00
780,388,1,2023-01-01 11:54:00
878,3,5,2023-01-01 11:55:00
268,435,3,2023-01-01 11:56:00
691,303,4,2023-01-01 11:57:00
952,200,4,2023-01-01 11:58:00
173,344,5,2023-01-01 11:59:00
213,23,3,2023-01-01 12:00:00
913,102,1,2023-01-01 12:01:00
432,238,1,2023-01-01 12:02:00
685,253,1,2023-01-01 12:03:00
220,448,1,2023-01-01 12:04:00
705,337,3,2023-01-01 12:05:00
438,378,1,2023-01-01 12:06:00
237,25,5,2023-01-01 12:07:00
335,63,3,2023-01-01 12:08:00
391,38,3,2023-01-01 12:09:00
698,415,2,2023-01-01 12:10:00
627,374,2,2023-01-01 12:11:00
83,484,4,2023-01-01 12:12:00
579,249,5,2023-01-01 12:13:00
711,481,1,2023-01-01 12:14:00
